Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_headinf_type,Head & Neck infection type,"1, Chronic Suppurative Otitis Media | 2, Sinusitis | 3, Mastoiditis | 4, Orbital infection | 5, Dental infection | 6, Intracranial complication (e.g. Cerebral Venous Sinus Thrombosis) | 88, Other","This refers to specific types infections affecting the head and neck region. Chronic suppurative otitis media refers to chronic inflammation of the middle ear and mastoid cavity associated with a defect in the tympanic membrane. Sinusitis refers to inflammation of the mucous membrane of the paranasal sinuses. Mastoiditis refers to inflammation of the mastoid air cells. Orbital infection refers to infection involving the tissues surrounding the orbit and includes preseptal cellulitis, orbital cellulitis, and orbital abscess. Dental infection refers to infection of the dental pulp. Intracranial complication refers to complications of head and neck infections resulting from spread to deeper structures, such as cerebral venous sinus thrombosis.",Select the most appropriate option(s) which represent the type(s) of head and neck infection.
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_headinf_type_oth,Specify other type,,This refers to specific types infections affecting the head and neck region.,"If 'Other', specify the type(s) of head and neck infection."
presentation,CO-MORBIDITIES AND RISK FACTORS: Existing prior to this current illness and is ongoing,medic_headinj,History of recent head injury (within 3 months),"1, Yes | 0, No | 99, Unknown",This refers to history of head injury in the past three months.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,MEDICAL HISTORY,medic_neuroproc,"Recent neurosurgical procedure/surgery (eg. VP shunt, EVD) within 30 days","1, Yes | 0, No | 99, Unknown","This refers to any neurosurgical procedure/surgery (eg. VP shunt, EVD) within 30 days ","Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,MEDICAL HISTORY,medic_neuroproc_date,Date of neurosurgical procedure,,This refers to the date of the neurosurgical procedure/surgery,Indicate the date of the neurosurgical procedure/surgery
presentation,MEDICAL HISTORY,medic_previnf,Is the patient known to have had previous infection(s) with this pathogen?,"1, Yes | 0, No | 99, Unknown",Defined as a previous diagnosis with the same pathogen in a clinical episode distinct from this presentation or admission.,"Indicate 'Yes', if the patient has previously been infected with the same pathogen."
presentation,MEDICAL HISTORY,medic_firstadm,Was the patient ever hospitalised in a previous episode of the same infection?,"1, Yes-admitted to hospital or ICU | 0, No | 99, Unknown",This refers to the patient's previous history of infection(s) with the same pathogen and whether the patient was ever admitted to hospital or ICU.,Indicate 'Yes' if the patient was admitted to hospital or ICU for infection with the same pathogen.
presentation,MEDICAL HISTORY,medic_infstartdate,When did the previous episode begin?,,"This refers to the exact date (or approximate date, if not known) when the previous episode of infection with the same pathogen begun.","Enter the exact date at which the previous infection with the same pathogen begun. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)"
presentation,MEDICAL HISTORY,medic_infenddate,When did the previous episode end?,,"This refers to the exact date (or approximate date, if not known) when the previous episode of infection with the same pathogen ended.","Enter the exact date at which the previous infection with the same pathogen ended. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)"
presentation,MEDICAL HISTORY,medic_labtest,Was the previous episode confirmed by laboratory testing?,"1, Yes | 0, No | 99, Unknown",This refers to confirmation of the previous infection episode with a laboratory test.,"Indicate 'Yes', if the previous episode was confirmed with laboratory testing."
presentation,MEDICAL HISTORY,medic_previnf2,Is the patient known to have had an infection(s) before the last reported with this pathogen?,"1, Yes | 0, No | 99, Unknown",Defined as a previous diagnosis with the same pathogen in a clinical episode before the last reported infection.,"Indicate 'Yes', if the patient has previously had an infection with the same pathogen in a clinical episode before the last reported infection."
presentation,MEDICAL HISTORY,medic_previnf2_adm,Was the patient ever hospitalised in this previous episode of the same infection?,"1, Yes-admitted to hospital or ICU | 0, No | 99, Unknown",This refers to the patient's previous history of infection with the same pathogen and whether the patient was ever admitted to hospital or ICU.,Indicate 'Yes' if the patient was admitted to hospital or ICU for an infection with the same pathogen in a clinical episode before the last reported infection.
presentation,MEDICAL HISTORY,medic_previnf2_startdate,When did this previous episode begin?,,"This refers to the exact date (or approximate date, if not known) when the previous episode of infection with the same pathogen begun.","Enter the exact date at which the previous infection with the same pathogen begun. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)"
presentation,MEDICAL HISTORY,medic_previnf2_enddate,When did this previous episode end?,,"This refers to the exact date (or approximate date, if not known) when the previous episode of infection with the same pathogen ended.","Enter the exact date at which the previous infection with the same pathogen ended. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)"
presentation,MEDICAL HISTORY,medic_previnf3,Is the patient known to have had an infection(s) before the last reported with this pathogen?,"1, Yes | 0, No | 99, Unknown",Defined as a previous diagnosis with the same pathogen in a clinical episode before the last reported infection.,"Indicate 'Yes', if the patient has previously had an infection with the same pathogen in a clinical episode before the last reported infection."
presentation,MEDICAL HISTORY,medic_previnf3_adm,Was the patient ever hospitalised in this previous episode of the same infection?,"1, Yes-admitted to hospital or ICU | 0, No | 99, Unknown",This refers to the patient's previous history of infection with the same pathogen and whether the patient was ever admitted to hospital or ICU.,Indicate 'Yes' if the patient was admitted to hospital or ICU for an infection with the same pathogen in a clinical episode before the last reported infection.
presentation,MEDICAL HISTORY,medic_previnf3_startdate,When did this previous episode begin?,,"This refers to the exact date (or approximate date, if not known) when the previous episode of infection with the same pathogen begun.","Enter the exact date at which the previous infection with the same pathogen begun. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)"
presentation,MEDICAL HISTORY,medic_previnf3_enddate,When did this previous episode end?,,"This refers to the exact date (or approximate date, if not known) when the previous episode of infection with the same pathogen ended.","Enter the exact date at which the previous infection with the same pathogen ended. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)"
presentation,MEDICAL HISTORY,medic_cpoxpast,Known to have previous chickenpox infection(s)?,"1, Yes | 0, No | 99, Unknown",This refers to a previous chickenpox infection. It does not include a history of reactived Varicella zoster virus (VZV) i.e. Shingles.,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,MEDICAL HISTORY,medi_shingpast,Known to have previous shingles (herpes zoster) infection(s)?,"1, Yes | 0, No | 99, Unknown",This refers to history of shingles (herpes zoster) infection,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,MEDICAL HISTORY,medic_mengpast,Previous episode of meningitis/encephalitis,"1, Yes | 0, No | 99, Unknown",This refers to history of meningitis/encephalitis,"Indicate 'Yes', if this is condition existed prior to admission with this current illness and remains an active medical condition."
presentation,MEDICAL HISTORY,medic_mengpast_type,Type of previous episode,"1, Infectious | 2, Non infectious | 99, Unknown",This refers to the type of previous meningitis/encephalitis,Select the most appropriate option which represent the type of previous meningitis/encephalitis
presentation,MEDICAL HISTORY,medic_mengpast_when,When did the previous episode occur?,"1, Within past 3 months | 2, 3–12 months ago | 3, 1–5 years ago | 4, More than 5 years ago | 99, Unknown",This refers to the time period when the previous meningitis/encephalitis episode was experienced,Select the most appropriate option which represent the time period when the previous meningitis/encephalitis episode was experienced
